상세영업상태명,지번주소,도로명주소,도로명우편번호,사업장명,좌표정보(X),좌표정보(Y),제공게임물명
직권말소,서울특별시 광진구 자양동 684-0번지 1층동 ,"서울특별시 광진구 자양로6길 40, 1층동 (자양동)",,영화마을자양2동점,207710.2635,447830.8887,
직권말소,서울특별시 광진구 중곡동 150-83,서울특별시 광진구 용마산로 90 (중곡동),,대원솔로몬 (현장조사 2014-05-08 무단폐업),207661.5236,451047.7415,
직권말소,서울특별시 광진구 구의동 546-4번지 테크노마트 8층 B-106 ,"서울특별시 광진구 광나루로56길 85 (구의동,테크노마트 8층 B-106)",,TOW BY TWO,208394.4164,448165.28,
직권말소,서울특별시 광진구 구의동 546-4번지 테크노마트 8층동 C001호,"서울특별시 광진구 광나루로56길 85, 8층동 C001호 (구의동,테크노마트)",,나우로딩,208394.4164,448165.28,
직권말소,서울특별시 광진구 구의동 546-4번지 테크노마트7층 D동 20호,"서울특별시 광진구 광나루로56길 85, D동 20호 (구의동,테크노마트7층)",,게임스타트,208394.4164,448165.28,
직권말소,서울특별시 광진구 구의동 546-4 테크노마트8층 C002동,"서울특별시 광진구 광나루로56길 85, C002동 (구의동,테크노마트8층)",,게임통 (현장조사 2014-05-09 무단폐업),208394.4164,448165.28,
직권말소,서울특별시 광진구 구의동 546-4번지 테크노마트7층 D20동 ,"서울특별시 광진구 광나루로56길 85, D20동 (구의동,테크노마트7층)",,게임아울렛,208394.4164,448165.28,
폐업,서울특별시 광진구 구의동 546-4번지 테크노마트7층 D064호,"서울특별시 광진구 광나루로56길 85,  D064호 (구의동,테크노마트7층)",,게임TOP,208394.4164,448165.28,
직권말소,서울특별시 광진구 구의동 546-4번지 테크노마트8층 D048호,"서울특별시 광진구 광나루로56길 85, D048호 (구의동,테크노마트8층)",,METEOR,208394.4164,448165.28,
폐업,서울특별시 광진구 구의동 546-4번지 테크노마트8층 B094호,"서울특별시 광진구 광나루로56길 85,  B094호 (구의동,테크노마트8층)",,스타게임,208394.4164,448165.28,
직권말소,서울특별시 광진구 구의동 546-4 테크노마트7층 C053호,"서울특별시 광진구 광나루로56길 85, C053호 (구의동,테크노마트7층)",,게임헌터 (현장조사 2014-05-09 무단폐업),208394.4164,448165.28,
직권말소,서울특별시 광진구 구의동 546-4번지 테크노마트7층 C052호,"서울특별시 광진구 광나루로56길 85, C052호 (구의동,테크노마트7층)",,게임동아리,208394.4164,448165.28,
직권말소,서울특별시 광진구 구의동 546-4번지 테크노마트8층 C002호,"서울특별시 광진구 광나루로56길 85, C002호 (구의동,테크노마트8층)",,게임메니아,208394.4164,448165.28,
직권말소,서울특별시 광진구 구의동 546-4번지 테크노판매동8층C-094 ,"서울특별시 광진구 광나루로56길 85 (구의동,테크노판매동8층C-094)",,으뜸게임기,208394.4164,448165.28,
직권말소,서울특별시 광진구 중곡동 124-65번지 ,서울특별시 광진구 용마산로 47 (중곡동),,원앙비디오,207672.256,450620.0396,
폐업,서울특별시 광진구 구의동 546-4번지 테크노마트8층 A동 071호,"서울특별시 광진구 광나루로56길 85, A동 071호 (구의동,테크노마트8층)",,메탈,208394.4164,448165.28,
폐업,서울특별시 광진구 구의동 546-4번지 테크노마트8층 B동 036호,"서울특별시 광진구 광나루로56길 85, B동 036호 (구의동,테크노마트8층)",,게임1번지,208394.4164,448165.28,
직권말소,서울특별시 광진구 자양동 45-34번지 ,서울특별시 광진구 뚝섬로 492 (자양동),,게임클럽,205670.8189,448202.8825,
폐업,서울특별시 광진구 중곡동 62-74번지 ,,,만디오,207816.1427,450761.6926,
직권말소,서울특별시 광진구 구의동 546-4번지 테크노마트 8층동 A008호,"서울특별시 광진구 광나루로56길 85, 8층동 A008호 (구의동,테크노마트)",,토탈게임,208394.4164,448165.28,
직권말소,서울특별시 광진구 구의동 546-4번지 테크노마트 7층동 D01호,"서울특별시 광진구 광나루로56길 85, 7층동 D01호 (구의동,테크노마트)",,테마게임,208394.4164,448165.28,
폐업,서울특별시 광진구 구의동 593-19번지 우림빌딩 1층동 6호호,"서울특별시 광진구 뚝섬로 741, 1층동 6호호 (구의동,우림빌딩)",,비디오월드,207990.1224,448031.1978,
폐업,서울특별시 광진구 구의동 210-14번지 ,서울특별시 광진구 구의로4길 40  (구의동),,챔프비디오,208040.6153,448687.4103,
폐업,서울특별시 광진구 군자동 45-30번지 ,서울특별시 광진구 군자로 160  (군자동),,종비디오,206712.4314,450315.9887,
직권말소,서울특별시 광진구 중곡동 576-4 1층,"서울특별시 광진구 동일로80길 27 (중곡동,1층)",,비디오맨 (현장조사 2014-05-07 무단폐업),207125.4808,451999.5986,
직권말소,서울특별시 광진구 중곡동 29-55번지 ,서울특별시 광진구 용마산로 159-1 (중곡동),,책과비디오마을,207525.7561,451745.2744,
직권말소,서울특별시 광진구 구의동 546-4번지 8층 B동 093호,"서울특별시 광진구 광나루로56길 85, B동 093호 (구의동,8층)",,환타지아,208394.4164,448165.28,
폐업,서울특별시 광진구 자양동 246-81번지 ,서울특별시 광진구 동일로6길 21  (자양동),,노유비디오,205487.8126,448422.0163,
직권말소,서울특별시 광진구 구의동 546-4 테크노마트8층 A동 077호,"서울특별시 광진구 광나루로56길 85, A동 077호 (구의동,테크노마트8층)",,애니채널 (현장조사 2014-05-09 무단폐업),208394.4164,448165.28,
폐업,서울특별시 광진구 구의동 74-5번지 ,서울특별시 광진구 천호대로132길 15  (구의동),,작가와감독,207858.48,449762.5037,
직권말소,서울특별시 광진구 자양동 516-3번지 우성상가 108호,,,티라노의비밀자양점,206265.8443,448087.3936,
폐업,서울특별시 광진구 화양동 15-2번지 ,서울특별시 광진구 군자로 23  (화양동),,대양비디오,206180.1425,449238.6233,
직권말소,서울특별시 광진구 구의동 546-4번지 테크노마트7층 C동 33호,"서울특별시 광진구 광나루로56길 85, C동 33호 (구의동,테크노마트7층)",,마이미디어,208394.4164,448165.28,
직권말소,서울특별시 광진구 화양동 9-90번지 ,서울특별시 광진구 아차산로29길 12 (화양동),,KOCINE 비디오방,205981.4883,448801.0036,
직권말소,서울특별시 광진구 구의동 547-8번지 테크노마트8층 D동 054호,"서울특별시 광진구 강변역로4길 68, D동 054호 (구의동,테크노마트8층)",,현대음악사,208124.5492,447812.9248,
직권말소,서울특별시 광진구 구의동 546-4번지 테크노마트7층B-015호 ,"서울특별시 광진구 광나루로56길 85 (구의동,테크노마트7층B-015호)",,매니아 월드,208394.4164,448165.28,
폐업,"서울특별시 광진구 구의동 546-4번지 테크노마트8층B-017,022 ","서울특별시 광진구 광나루로56길 85  (구의동,테크노마트8층B-017,022)",,CD타운,208394.4164,448165.28,
직권말소,서울특별시 광진구 중곡동 198-22,서울특별시 광진구 답십리로84길 54 (중곡동),,코끼리비디오 (현장조사 2014-05-07 무단폐업),207307.5876,451845.255,
직권말소,서울특별시 광진구 화양동 37-82,서울특별시 광진구 아차산로21길 50 (화양동),,킬링타임 (현장조사 2014-04-14 무단폐업),205772.226,449094.9439,
직권말소,서울특별시 광진구 자양동 847-9번지 1층동 ,"서울특별시 광진구 뚝섬로27길 57, 1층동 (자양동)",,영화마을건대점,205813.305,448464.8647,
직권말소,서울특별시 광진구 광장동 554-7 현대(아)상가 103동,,,채플린 (현장조사 2014-04-30 무단폐업),208776.9118,448611.307,
직권말소,서울특별시 광진구 구의동 546-4번지 테크노마트 C동 70호,"서울특별시 광진구 광나루로56길 85, C동 70호 (구의동,테크노마트)",,브이랜드,208394.4164,448165.28,
직권말소,서울특별시 광진구 군자동 371-6,서울특별시 광진구 광나루로17길 20 (군자동),,화영비디오 (현장조사 2014-04-21 무단폐업),206344.4463,449592.493,
폐업,서울특별시 광진구 군자동 37-57번지 ,,,성동비디오,,,
직권말소,서울특별시 광진구 자양동 647,서울특별시 광진구 뚝섬로54길 49 (자양동),,비디오넷 (현장조사 2014-04-16 무단폐업),207009.3464,447470.8835,
직권말소,서울특별시 광진구 중곡동 257-13번지 ,서울특별시 광진구 능동로41길 42 (중곡동),,영화나라,206882.2872,450926.3296,
직권말소,서울특별시 광진구 중곡동 18-87번지 ,서울특별시 광진구 용마산로24길 6 (중곡동),,조아비디오,207632.9509,451428.9002,
직권말소,서울특별시 광진구 구의동 546-4번지 테크노마트 8층동 A061호,"서울특별시 광진구 광나루로56길 85, 8층동 A061호 (구의동,테크노마트)",,J-SHOP,208394.4164,448165.28,
직권말소,서울특별시 광진구 중곡동 81-11번지 ,서울특별시 광진구 자양로43길 138 (중곡동),,예술비디오,207797.1831,450484.1567,
직권말소,서울특별시 광진구 자양동 650-37번지 ,서울특별시 광진구 뚝섬로52라길 59 (자양동),,게임피아,207166.0836,447461.5934,
폐업,서울특별시 광진구 중곡동 121-30번지 ,서울특별시 광진구 천호대로119길 58  (중곡동),,보고또보고,207529.0062,450577.5812,
직권말소,서울특별시 광진구 능동 276-2,서울특별시 광진구 천호대로 556 (능동),,(주)한국전자정보유통 군자점 (현장조사 2014-04-18 무단폐업),206972.7216,450495.8932,
폐업,서울특별시 광진구 화양동 111-124번지 ,서울특별시 광진구 능동로 183  (화양동),,씨네유통,206437.708,449422.1877,
폐업,서울특별시 광진구 화양동 111-124번지 ,서울특별시 광진구 능동로 183  (화양동),,씨네유통,206437.708,449422.1877,
폐업,서울특별시 광진구 자양동 9-29번지 ,서울특별시 광진구 아차산로30길 20  (자양동),,시네마아트,205877.9759,448631.6443,
직권말소,서울특별시 광진구 중곡동 44-9,서울특별시 광진구 능동로44길 41 (중곡동),,준비디오 (현장조사 2014-05-02 무단폐업),207342.6438,450892.9575,
폐업,서울특별시 광진구 광장동 250-0번지 ,서울특별시 광진구 아차산로 599  (광장동),,윤선생영어교실광장대리점,209194.5951,449413.1513,
직권말소,서울특별시 광진구 구의동 587-54번지 ,,,(주)서울동부유통,207967.0092,448291.1493,
영업중,서울특별시 광진구 구의동 546-4번지 테크노마트8층 B동 041호,"서울특별시 광진구 광나루로56길 85, B동 041호 (구의동,테크노마트8층)",,게임아이디,208394.4164,448165.28,
폐업,서울특별시 광진구 자양동 57-27번지 ,서울특별시 광진구 뚝섬로24길 34  (자양동),,으뜸과버금,205502.3292,448088.6178,
직권말소,서울특별시 광진구 구의동 546-4 테크노마트 7층동 B028호,"서울특별시 광진구 광나루로56길 85, 7층동 B028호 (구의동,테크노마트)",,이소프트 (현장조사 2014-05-09 무단폐업)영업중표시,208394.4164,448165.28,
직권말소,서울특별시 광진구 화양동 11-16번지 ,서울특별시 광진구 동일로24길 93 (화양동),,비디오 X-파일,206125.2898,448927.456,
직권말소,서울특별시 광진구 자양동 628-24번지 동명빌딩3층 ,"서울특별시 광진구 자양로 69 (자양동,동명빌딩3층)",,(주)세광엑스피아,207368.0725,447975.0321,
직권말소,서울특별시 광진구 화양동 11-16번지 ,서울특별시 광진구 동일로24길 93 (화양동),,스튜디오아이스크림,206125.2898,448927.456,
직권말소,서울특별시 광진구 구의동 547-8번지 리젠트 101동 ,"서울특별시 광진구 강변역로4길 68, 101동 (구의동,리젠트)",,주식회사 믹스막스,208124.5492,447812.9248,
직권말소,서울특별시 광진구 군자동 364-11번지 1층 ,"서울특별시 광진구 군자로 92 (군자동,1층)",,영화천국,206228.3663,449890.1221,
직권말소,서울특별시 광진구 구의동 248-55,서울특별시 광진구 아차산로51길 74 (구의동),,VIVADAYS(비바데이즈) (현장조사 2014-04-18 무단폐업),207452.3726,448660.9011,
직권말소,서울특별시 광진구 중곡동 120-2,서울특별시 광진구 천호대로123길 5 (중곡동),,두리상사 (현장조사 2014-05-02 무단폐업),207601.1095,450352.4281,
직권말소,서울특별시 광진구 중곡동 47-19번지 ,서울특별시 광진구 능동로 342-1 (중곡동),,솔로몬,207114.4327,450855.6462,
직권말소,서울특별시 광진구 구의동 51-1번지 ,서울특별시 광진구 자양로49길 25 (구의동),,꿈이있는마을,208007.1101,450092.5234,
직권말소,서울특별시 광진구 광장동 102 3437동 2249호,"서울특별시 광진구 아차산로78길 75, 3437동 2249호 (광장동)",,(주)포사이버 (현장조사 2014-04-30 무단폐업),209734.2186,449933.5477,
직권말소,서울특별시 광진구 구의동 546-4번지 테크노마트36층 ,"서울특별시 광진구 광나루로56길 85 (구의동,테크노마트36층)",,아이온테크(주),208394.4164,448165.28,
폐업,서울특별시 광진구 구의동 546-4번지 테크노마트8층 C-98 ,"서울특별시 광진구 광나루로56길 85  (구의동,테크노마트8층 C-98)",,고은소리,208394.4164,448165.28,
폐업,서울특별시 광진구 구의동 546-4번지 테크노판매동8층 C-95 ,"서울특별시 광진구 광나루로56길 85  (구의동,테크노판매동8층 C-95)",,생활음악사,208394.4164,448165.28,
직권말소,서울특별시 광진구 구의동 546-4번지 테크노마트8층 ,"서울특별시 광진구 광나루로56길 85 (구의동,테크노마트8층)",,코리아테이프,208394.4164,448165.28,
직권말소,서울특별시 광진구 구의동 546-4번지 테크노마트21판 ,"서울특별시 광진구 광나루로56길 85 (구의동,테크노마트21판)",,게임코리아,208394.4164,448165.28,
직권말소,서울특별시 광진구 구의동 546-4번지 ,서울특별시 광진구 광나루로56길 85 (구의동),,게임마을,208394.4164,448165.28,
직권말소,서울특별시 광진구 구의동 546-4번지 테크노마트7층A042 ,"서울특별시 광진구 광나루로56길 85 (구의동,테크노마트7층A042)",,서광게임,208394.4164,448165.28,
영업중,서울특별시 광진구 구의동 546-4번지 테크노마트7층C-52 ,"서울특별시 광진구 광나루로56길 85  (구의동,테크노마트7층C-52)",,게임동아리,208394.4164,448165.28,
폐업,"서울특별시 광진구 구의동 546-4번지 TM7층 A-65,66 ","서울특별시 광진구 광나루로56길 85  (구의동,TM7층 A-65,66)",,게임매니아||,208394.4164,448165.28,
직권말소,서울특별시 광진구 구의동 546-4 TM8층A071,"서울특별시 광진구 광나루로56길 85 (구의동,TM8층A071)",,엔터 (현장조사 2014-05-09 무단폐업)영업중표시,208394.4164,448165.28,
직권말소,서울특별시 광진구 구의동 546-4번지 테크노마트8층A043 ,"서울특별시 광진구 광나루로56길 85 (구의동,테크노마트8층A043)",,미례소프트,208394.4164,448165.28,
직권말소,"서울특별시 광진구 구의동 546-4 테크노마트8층 A-50,51","서울특별시 광진구 광나루로56길 85 (구의동,테크노마트8층 A-50,51)",,삼보미디어 (2019. 4. 8. 현장조사 무단폐업),208394.4164,448165.28,
직권말소,서울특별시 광진구 자양동 229-47,서울특별시 광진구 아차산로40길 35 (자양동),,게임랜드 (현장조사 2014-04-16 무단폐업)영업중표시,206842.0534,448201.7088,
직권말소,서울특별시 광진구 구의동 237-34,서울특별시 광진구 자양로28길 21 (구의동),,매니아클럽 (현장조사 2014-04-18 무단폐업),207489.5633,448890.6874,
폐업,서울특별시 광진구 구의동 546-4번지 TM7F A65~66호 ,"서울특별시 광진구 광나루로56길 85  (구의동,TM7F A65~66호)",,썬미디어,208394.4164,448165.28,
영업중,서울특별시 광진구 구의동 546-4번지 TM21 지하2층1호 ,"서울특별시 광진구 광나루로56길 85  (구의동,TM21 지하2층1호)",,롯데쇼핑(주)마그넷강변점,208394.4164,448165.28,
영업중,서울특별시 광진구 구의동 199-22번지 ,서울특별시 광진구 광나루로54길 38  (구의동),,현대비디오,208334.6036,448558.9359,
직권말소,서울특별시 광진구 구의동 595-0,서울특별시 광진구 구의강변로 38 (구의동),,동서울관광호텔,208051.8847,447994.8056,
폐업,서울특별시 광진구 구의동 631-1 현대프라임아파트,"서울특별시 광진구 광나루로56길 29, 현대프라임아파트 4층 410, 411호 (구의동, 현대프라임아파트)",5119,사이버리아 PC,208558.2866,448353.9052,
영업중,"서울특별시 광진구 구의동 546-11 지너스타워 608,609호 ","서울특별시 광진구 강변역로4길 10 (구의동,지너스타워 608,609호)",,수 멀티방,208189.4345,448129.1663,전체이용가
직권말소,서울특별시 광진구 화양동 7-5 3층,"서울특별시 광진구 아차산로29길 8 (화양동,3층)",,멀티플러스,205970.712,448777.1285,
폐업,서울특별시 광진구 구의동 546-11번지 지너스타워 지층 9/10호 ,"서울특별시 광진구 강변역로4길 10 (구의동,지너스타워 지층 9/10호)",,팝스 멀티방 강변역점,208189.4345,448129.1663,전체이용가
폐업,서울특별시 광진구 화양동 8-102번지 3층 4층 ,"서울특별시 광진구 동일로22길 107 (화양동,3층 4층)",,수멀티방,206117.0472,448742.653,
폐업,서울특별시 광진구 화양동 5-106 지하1층 ,,,메가펀,,,
폐업,서울특별시 광진구 화양동 7-12번지 4층 ,"서울특별시 광진구 아차산로 235  (화양동,4층)",,스마일 멀티카페,206080.2086,448722.5347,
폐업,서울특별시 광진구 화양동 9-90번지 ,서울특별시 광진구 아차산로29길 12  (화양동),,엠플레이 멀티방,205981.4883,448801.0036,전체이용가
폐업,서울특별시 광진구 화양동 18-3번지 ,서울특별시 광진구 군자로 49  (화양동),,엠플레이 스마트존(세종대점),206134.0781,449495.063,전체이용가
폐업,서울특별시 광진구 화양동 9-90 ,서울특별시 광진구 아차산로29길 12  (화양동),,엠플레이 멀티방,205981.4883,448801.0036,
폐업,서울특별시 광진구 군자동 464-1번지 지하 ,"서울특별시 광진구 동일로 306 (군자동,지하)",,PC 게임랜드,206430.2214,450688.0638,전체이용가
영업중,서울특별시 광진구 화양동 9-91 캠퍼스 프라자 ,"서울특별시 광진구 동일로22길 81, 102, 103호 (화양동, 캠퍼스 프라자)",5018,Fun City,206000.9861,448808.0905,전체이용가
폐업,서울특별시 광진구 자양동 7-6번지 ,서울특별시 광진구 아차산로 230 (자양동),5073,브리즈 브이알 카페 건대점,206014.5159,448665.2088,
직권말소,서울특별시 광진구 자양동 2-14,"서울특별시 광진구 동일로20길 114, 지하1층 (자양동)",5073,넷아레나,206081.7084,448587.3998,
영업중,서울특별시 광진구 화양동 3-37번지 ,"서울특별시 광진구 능동로 131, 2층 (화양동)",5011,쌈바플스방,206258.4659,448939.5284,전체이용가
폐업,서울특별시 광진구 자양동 5-13번지 ,서울특별시 광진구 동일로20길 106 (자양동),5073,짱오락실,206040.4111,448600.9543,
폐업,서울특별시 광진구 화양동 113-1번지 광진 코지웰 ,"서울특별시 광진구 능동로19길 35, 2층 (화양동, 광진 코지웰)",5009,브라보 VR,206278.9821,449425.1319,
폐업,서울특별시 광진구 화양동 48-14번지 삼영빌딩 ,"서울특별시 광진구 아차산로 219, 삼영빌딩 2층 (화양동)",5019,브라이트 건대점,205934.0938,448768.0108,
영업중,서울특별시 광진구 능동 220-4 쥬얼테크,"서울특별시 광진구 천호대로 562, 쥬얼테크 지하1층 (능동)",4985,군자역 리그 PC,207028.7443,450469.0323,
직권말소,서울특별시 광진구 구의동 546-1 동서울종합터미널,"서울특별시 광진구 강변역로 50, 동서울종합터미널 2층 (구의동)",5116,터미널 오락실,208201.9933,447967.2995,
폐업,서울특별시 광진구 화양동 48-14번지 삼영빌딩 ,"서울특별시 광진구 아차산로 219, 삼영빌딩 2층 (화양동)",5019,VR MAGIC PARK 건국대점,205934.0938,448768.0108,
영업중,서울특별시 광진구 구의동 212-2,"서울특별시 광진구 아차산로 473, 4층 (구의동)",5035,맥스피드 PC방 구의본점,208261.7488,448701.6585,
영업중,서울특별시 광진구 구의동 57-55 대운빌딩,"서울특별시 광진구 자양로 278, 대운빌딩 지하2층 (구의동)",4962,제로백PC 아차산역점,208017.0201,449825.0061,
